191
662.204 3243.67 61.3399,1 72 73,stand,,,
988.652 3170.22 64.125,0 2 3 5,stand,,,
1519.3 3337.74 64.125,1 8,stand,,,
1451.09 3092.68 66.125,1 4,stand,,,
1320.75 2920.16 66.125,3 5 8,stand,,,
1013.96 2912 64.125,4 1 6,stand,,,
980.717 2461.36 58.6455,5 7 74,stand,,,
1491.09 2417.39 50.2044,6 8 9,stand,,,
1608.44 2903.71 60.1152,7 4 2,stand,,,
1557.38 2108.14 -7.875,7 10,stand,,,
1750.96 1891.7 -77.9324,9 11 175,stand,,,
2232.26 1909.96 -111.875,10 12,stand,,,
2290.17 1423.5 -94.7318,11 13,stand,,,
2259.22 897.213 -81.5851,12 14,stand,,,
2134.88 375.007 6.65001,13 15,stand,,,
2005.64 46.7155 11.6756,14 16,stand,,,
1435.96 168.186 9.11336,15 17 151 152 177,stand,,,
1425.78 -391.987 22.1165,16 18 106,stand,,,
1541.05 -406.838 28.125,17 19 182,stand,,,
1704.97 -470.792 36.125,18 20,stand,,,
1598.84 -829.87 34.2187,19 21 106 107,stand,,,
1935.21 -931.889 35.4596,20 22 183,stand,,,
2414.8 -763.585 86.419,21 23,stand,,,
2720.25 -1192.77 136.979,22 24 140 180,stand,,,
2615.21 -1770.78 188.614,23 25,stand,,,
2834.48 -2318.69 192.125,24 26 134,stand,,,
3047.58 -2562.91 192.125,25 27,stand,,,
2814.12 -2805.38 204.125,26 28 134,stand,,,
2444.7 -2947.06 204.125,27 29 144 150,stand,,,
2225.48 -3280.24 204.125,28 30 130,stand,,,
2073.17 -3449.94 192.125,29 31,stand,,,
1731.4 -2997.02 192.125,30 32 129 130,stand,,,
1280.23 -3208.8 192.01,31 33 128,stand,,,
943.404 -3214.21 192.407,32 34 126,stand,,,
560.248 -3183.21 192.439,33 35,stand,,,
534.208 -2801.87 181.236,34 36 124,stand,,,
271.11 -2634.65 144.125,35 37 38 123,stand,,,
2.06714 -3043.16 126.803,36,stand,,,
88.4084 -2506.82 92.3224,36 39 95,stand,,,
-326.292 -2764.37 103.761,38 40,stand,,,
-687.325 -2331.41 51.1682,39 41,stand,,,
-564.449 -2033.39 23.1858,40 42 94 95,stand,,,
-807.966 -1619.84 7.95138,41 43 158,stand,,,
-866.814 -1397.37 8.125,42 44 45,stand,,,
-977.182 -1369.95 16.125,43 157,stand,,,
-789.59 -990.079 16.125,43 46,stand,,,
-589.444 -752.508 18.125,45 47 90 91,stand,,,
-1034.2 -522.921 8.0284,46 48 159 160 190,stand,,,
-1287.01 -1033.93 16.125,47 49,stand,,,
-1693.1 -872.36 32.125,48 50 190,stand,,,
-1776.71 -287.069 25.8622,49 51,stand,,,
-1942.85 164.702 31.8089,50 52,stand,,,
-1576.35 607.832 8.125,51 53 57 67,stand,,,
-1695.62 368.182 180.125,52 54,stand,,,
-1639.8 278.92 180.125,53 55,stand,,,
-1412.88 357.305 180.125,54 56,stand,,,
-1515.62 157.817 180.125,55,stand,,,
-1398.36 547.13 20.125,52 58,stand,,,
-1619.85 311.756 20.125,57 59,stand,,,
-1529.4 198.201 20.125,58 60 160,stand,,,
-1289.1 446.82 20.125,59 61,stand,,,
-1146.69 316.262 20.125,60 62,stand,,,
-1027.65 427.227 18.0037,61 63 161,stand,,,
-810.765 678.762 9.97458,62 64 67,stand,,,
-757.698 733.769 10.6902,63 65,stand,,,
-564.009 780.695 1.31954,64 66 163,stand,,,
-855.271 1186.88 16.125,65 67 68 169,stand,,,
-1242.99 986.803 16.125,66 52 63,stand,,,
-909.871 1686.66 116.386,66 69,stand,,,
-657.432 2193.31 141.694,68 70,stand,,,
-254.184 2514.95 135.673,69 71 172,stand,,,
194.28 2758.33 102.157,70 72 73,stand,,,
474.28 3021.46 74.1831,71 0,stand,,,
635.054 2652.63 62.3048,0 71 74,stand,,,
628.692 2393.19 68.529,73 6 75 77,stand,,,
244.514 2365.84 146.605,74 76,stand,,,
262.695 1861.76 75.2715,75 77 171 172,stand,,,
614.919 2005.65 98.5727,76 74 78 174,stand,,,
946.886 1672.96 82.7812,77 79 82,stand,,,
586.069 1619.1 176.125,78 80,stand,,,
586.55 1511.32 176.125,79 81,stand,,,
830.888 1504.03 176.125,80,stand,,,
1326.31 1418.23 26.5909,78 83 83 175,stand,,,
1121.66 902.353 15.633,82 84 82 177,stand,,,
595.666 904.982 15.6463,83 85,stand,,,
367.1 561.122 15.8894,84 86 151 184,stand,,,
430.177 21.3339 16.125,85 87,stand,,,
433.927 -38.5126 16.125,86 88,stand,,,
469.048 -559.092 11.8264,87 89 104 105,stand,,,
50.6482 -780.532 13.1402,88 90 103,stand,,,
-293.875 -744.585 22.3099,89 46,stand,,,
-229.775 -1193.11 12.125,46 92 103,stand,,,
-104.532 -1559.55 12.125,91 93 102,stand,,,
-4.18313 -1746.73 21.5552,92 94 96 181,stand,,,
-367.85 -1845.79 16.7693,93 41 158,stand,,,
-77.3848 -2173.88 42.0298,41 38 96,stand,,,
88.332 -1915.1 37.0616,95 93 97 123,stand,,,
421.915 -1568.4 22.5955,96 98 101 115,stand,,,
370.875 -1288 184.125,97 99 118 120 122,stand,,,
10.4931 -1492.49 164.125,98 100,stand,,,
64.705 -1591.11 164.125,99 101,stand,,,
302.609 -1457.48 28.125,100 97 102,stand,,,
50.2882 -1467.02 28.125,101 92,stand,,,
224.802 -1086.72 12.125,91 104 111 89,stand,,,
701.038 -815.48 12.125,103 88 109,stand,,,
934.454 -565.889 20.125,88 106,stand,,,
1353.41 -620.404 18.6321,105 17 20 108,stand,,,
1393.38 -1011.78 38.43,20 108 141,stand,,,
1157.75 -858.522 21.5466,107 106 109,stand,,,
993.201 -865.582 12.125,108 110 104 112,stand,,,
581.399 -1088.59 23.6544,109 111,stand,,,
304.139 -1241.24 16.125,110 103,stand,,,
992.405 -1356.18 32.892,109 113,stand,,,
973.347 -1520.7 32.125,112 114 116,stand,,,
961.169 -1555.7 32.8446,113 115,stand,,,
628.734 -1697.15 33.394,114 97,stand,,,
1113.32 -1817.22 151.879,113 117,stand,,,
1233.81 -2053.42 193.844,116 142 143,stand,,,
773.768 -1112.16 184.125,98 119 121,stand,,,
719.435 -945.37 167.495,118 120,stand,,,
367.69 -1135.83 168.068,119 98,stand,,,
835.001 -1253.57 184.125,118 122,stand,,,
562.365 -1402.9 184.125,121 98,stand,,,
577.893 -2206.96 130.662,96 36 143,stand,,,
716.516 -2790.54 194.125,35 125 127,stand,,,
713.568 -2932.02 194.125,124 126,stand,,,
943.134 -2946.66 194.125,125 33,stand,,,
1007.26 -2722.2 194.125,124 128 143,stand,,,
1300.63 -2746.8 193.618,127 32 129 136,stand,,,
1448.59 -2652.88 195.603,128 31 135,stand,,,
1894.35 -2868.93 203.246,31 29 131,stand,,,
1693.26 -2595.71 202.781,130 132,stand,,,
1962.03 -2363.63 202.313,131 133 135,stand,,,
2266.5 -2138.16 202.996,132 134 137,stand,,,
2502.26 -2378.38 203.538,133 27 25,stand,,,
1808.54 -2178.08 204.597,132 129 137 136,stand,,,
1250.64 -2356.19 199.789,128 143 135,stand,,,
1952.2 -1840.08 195.408,135 138 142 133,stand,,,
2145.26 -1564.73 168.392,137 139,stand,,,
2032.03 -1183.21 134.293,138 140 141,stand,,,
2335.84 -1038.64 138.214,139 23,stand,,,
1713.24 -1356.44 124.035,139 107 142,stand,,,
1641.26 -1764.98 195.225,141 137 117,stand,,,
869.176 -2149.32 164.476,117 123 127 136,stand,,,
2707.46 -2690.92 340.125,28 145,stand,,,
2347.03 -2233.53 340.125,144 146,stand,,,
2234.79 -2107.67 340.125,145 147,stand,,,
1794.8 -2454.7 340.125,146 148,stand,,,
1677.56 -2581.98 340.125,147 149,stand,,,
2000.92 -3010.25 340.125,148 150,stand,,,
2121.73 -3155.37 340.125,149 28,stand,,,
950.66 462.497 85.2843,85 16,stand,,,
1338.82 25.8198 16.125,16 153,stand,,,
804.632 -60.2816 -123.875,152 154,stand,,,
302.008 -101.419 -123.875,153 155,stand,,,
-258.218 -152.083 -123.875,154 156,stand,,,
-620.981 -448.428 -123.875,155 157,stand,,,
-931.755 -871.087 -123.879,156 44,stand,,,
-443.672 -1452.11 28.125,42 94,stand,,,
-871.888 -192.364 48.125,47 164,stand,,,
-1233.18 -105.698 12.76,47 161 162 59,stand,,,
-989.977 225.335 14.3468,160 62 163,stand,,,
-1674.41 5.53347 17.8501,160,stand,,,
-471.298 399.666 19.7224,161 164 65 165 166 178,stand,,,
-704.081 19.7026 14.7278,163 159,stand,,,
-210.587 198.265 26.125,163 187,stand,,,
-275.035 617.598 17.6243,163 167 185,stand,,,
-469.401 883.021 30.125,166 168,stand,,,
-507.062 1114.72 30.125,167 169,stand,,,
-380.727 1374.84 22.8633,168 66 170 171 173,stand,,,
-74.0993 1186.52 12.6617,169 185,stand,,,
57.5948 1703.46 72.3118,169 76,stand,,,
-154.748 2176.46 211.933,76 70 173,stand,,,
-479.901 1893.77 184.073,172 169,stand,,,
601.946 1955.46 104.288,77,stand,,,
1855.29 1388.53 -80.4222,82 10 176,stand,,,
1678.77 888.674 -11.8572,175 177,stand,,,
1432.62 550.476 0.124998,176 16 83,stand,,,
-486.306 63.8216 24.125,163 179,stand,,,
-696.92 -211.666 184.125,178,stand,,,
2603.97 -959.788 114.668,23,stand,,,
-86.9668 -1689.39 16.3421,93,stand,,,
1481.65 -670.678 172.125,18 183,stand,,,
2013.89 -721.441 164.736,182 21,stand,,,
113.484 691.791 18.3784,85 185 186,stand,,,
-75.5126 696.762 19.1397,184 166 170,stand,,,
182.919 354.061 26.125,184 187,stand,,,
-57.3517 364.977 26.125,186 165 188,stand,,,
193.129 438.897 162.125,187 189,stand,,,
170.103 244.982 162.125,188,stand,,,
-1348.96 -519.799 14.1109,47 49,stand,,,
