53
76.4877 3406.41 300.271,1,stand,,,
-3.16565 3018.25 260.401,0 3 4 15,stand,,,
-479.547 3172.65 264.125,3 7,stand,,,
-227.189 3170.87 264.125,2 1,stand,,,
-132.813 2782.38 265.088,1 5,stand,,,
-151.865 2442.76 284.125,4 6,stand,,,
-262.169 2422.7 280.125,5,stand,,,
-609.657 3185.61 268.125,2 8,stand,,,
-628.875 2951.13 392.125,7 9,stand,,,
-480.254 3081.51 392.125,8 10,stand,,,
-471.787 2682.07 352.125,9 11,stand,,,
-454.179 2248.17 352.125,10 12,stand,,,
-453.666 1865.7 352.125,11 13,stand,,,
-462.845 1437.21 352.125,12 14,stand,,,
-466.485 1266.77 352.125,13,stand,,,
274.797 3017.22 286.597,1 16,stand,,,
632.347 2836.5 355.248,15 17,stand,,,
902.248 2741.34 371.002,16 18,stand,,,
1182.21 2449.21 379.984,17 19 51,stand,,,
1178.38 2222.14 384.125,18 20,stand,,,
1100.5 1961.07 384.125,19 21 52,stand,,,
1154.32 1686.29 378.812,20 22 52,stand,,,
1289.58 1348.94 374.794,21 23 41,stand,,,
1517.7 1087.21 377.596,22 24,stand,,,
1383.86 782.603 375.881,23 25 38 39 42,stand,,,
1207.97 530.936 393.382,24 26 40 38 43,stand,,,
1015.81 340.359 355.295,25 27 40,stand,,,
700.708 277.737 352.125,26 28,stand,,,
275.866 286.412 352.125,27,stand,,,
753.161 551.383 260.528,33 38 43,stand,,,
396.38 622.058 135.844,33 34 36,stand,,,
-195.06 591.542 162.069,32 35 36 37,stand,,,
-186.835 189.404 184.125,31,stand,,,
629.713 712.687 176.211,29 30 34,stand,,,
462.775 861.56 115.074,33 30,stand,,,
-323.524 791.831 105.289,31 37 44,stand,,,
189.205 570.278 165.375,30 31,stand,,,
-173.738 815.113 95.0323,31 35 45,stand,,,
1057.93 777.487 331.015,24 29 25,stand,,,
1515.19 448.143 427.976,24 40 46,stand,,,
1347.03 386.037 448.649,39 26 25,stand,,,
1157.66 1269.94 376.988,22 42,stand,,,
1276.37 990.512 384.125,41 24,stand,,,
926.678 550.07 323.41,25 29,stand,,,
-318.01 1082.74 92.2763,35 45,stand,,,
-192.726 1091.68 81.4717,44 37,stand,,,
1629.8 223.64 456.125,39 47,stand,,,
1766.78 -21.9374 424.811,46 48,stand,,,
2065.12 -360.866 363.783,47 49,stand,,,
1834.74 -679.834 363.68,48 50,stand,,,
1733.6 -923.971 372.739,49,stand,,,
1424.08 2676.69 374.96,18,stand,,,
1402.47 1735.16 376.125,20 21,stand,,,
