256
246 -2136 -7.87498,1 9 10 255,stand,,,
457.781 -2140.8 -7.875,0 2 9,stand,,,
725.388 -2129.17 -7.875,1 3,stand,,,
860.774 -1935.71 -7.875,4 2 106,stand,,,
746.927 -1823.73 -7.875,3 5,stand,,,
868.257 -1643.33 -7.875,4 6,stand,,,
845.523 -1402.19 -7.875,5 7 240 243,stand,,,
543.026 -1398.17 -7.875,6 8 240,stand,,,
311.782 -1510.7 -7.875,7 9 105 220,stand,,,
323.453 -1861.01 -7.875,8 0 11 1,stand,,,
10.8028 -2090.28 -7.437,0 255,stand,,,
152.06 -1732.52 -7.875,9 12 255,stand,,,
-116.755 -1722.79 16.125,11 13 254,stand,,,
-393.02 -1701.15 16.125,12 14,stand,,,
-394.923 -1854.55 16.125,13 15,stand,,,
-535.627 -1854.58 56.125,14 16,stand,,,
-756.801 -1847.61 136.125,15 17,stand,,,
-799.645 -1661.3 136.125,16 18,stand,,,
-792.344 -1317.21 136.125,17 19,stand,,,
-803.384 -968.591 128.125,18 20 229 230,stand,,,
-711.34 -974.736 128.125,19 91,stand,,,
-657.87 -645.67 126.636,22 90 91,stand,,,
-351.486 -640.436 126.711,21 23,stand,,,
-56.1818 -640.536 126.885,22 24,stand,,,
279.442 -639.617 134.125,23 25,stand,,,
292.757 -609.521 152.125,24 26,stand,,,
300.213 -524.264 128.125,25 27,stand,,,
300.588 -426.107 128.125,26 28 88,stand,,,
413.039 -417.299 128.125,27 29,stand,,,
408.948 -483.012 122.878,28 30,stand,,,
403.591 -600.343 5.54727,29 31,stand,,,
398.419 -781.209 0.125002,30 32,stand,,,
640.366 -768.067 0.125002,31 33 241,stand,,,
839.02 -761.95 0.125002,32 34,stand,,,
814.296 -489.849 0.125002,33 35 41,stand,,,
620.796 -508.782 0.124997,34 36 72,stand,,,
627.194 -174.731 0.124997,35 37 72 75 76,stand,,,
700.588 -70.4217 0.124997,36 38 76,stand,,,
960.85 40.1507 0.124997,37 39 40,stand,,,
1017.68 339.303 0.124997,38 42,stand,,,
968.335 -241.038 0.124346,38 41,stand,,,
974.769 -478.041 0.124346,40 34,stand,,,
945.295 337.488 0.125001,39 43,stand,,,
850.481 337.483 91.9092,42 44,stand,,,
762.033 320.221 136.125,43 45,stand,,,
663.571 175.695 136.125,44 46 54,stand,,,
639.907 335.009 136.125,45 47 54,stand,,,
649.144 498.644 128.125,46 48 249,stand,,,
805.166 596.01 128.125,47 49 249,stand,,,
795.628 888.812 128.125,48 50,stand,,,
686.094 1057.41 128.125,49 51,stand,,,
683.754 1174.28 128.125,50 52,stand,,,
784.283 1165.76 63.6073,51 53,stand,,,
900.246 1161.98 0.125001,52 140 141 151 157,stand,,,
542.733 210.629 136.125,45 55 46,stand,,,
398.096 221.21 134.722,54 56,stand,,,
387.047 312.903 134.645,55 57,stand,,,
8.51626 312.719 134.652,56 58,stand,,,
-205.278 316.173 136.125,57 59,stand,,,
-304.679 309.277 45.2112,58 60,stand,,,
-381.695 309.254 0.124998,59 61 68,stand,,,
-655.998 245.511 1.125,60 62,stand,,,
-648.924 103.953 1.125,61 63,stand,,,
-812.341 107.76 0.0555241,62 64 66 92,stand,,,
-833.265 -61.1445 -0.0986972,63 65 67 66,stand,,,
-894.133 -216.684 8.125,64 66,stand,,,
-939.717 -5.37557 -0.575469,65 63 64 92,stand,,,
-512.675 -50.1624 0.112047,64 68 69 83,stand,,,
-510.112 180.22 0.0756378,67 60 81,stand,,,
-439.243 -268.17 0.0252064,67 70 82 248,stand,,,
-143.184 -277.655 0.0189128,69 71 247,stand,,,
209.233 -281.076 0.125001,70 72 73 77 245,stand,,,
538.062 -297.6 0.124998,71 35 36,stand,,,
316.481 -59.4666 0.124998,71 74 76,stand,,,
323.396 177.755 0.124998,73 75 244,stand,,,
613.116 180.646 0.124998,36 74,stand,,,
588.885 -53.699 0.124998,73 36 37,stand,,,
112.22 -154.922 0.124998,71 78 80,stand,,,
-62.9245 -140.582 0.124998,77 79,stand,,,
-102.76 30.4842 0.124998,78 80 81,stand,,,
95.2437 36.4816 0.124998,79 77,stand,,,
-295.217 145.894 0.124998,79 68 82 244,stand,,,
-292.196 -111.641 0.124998,81 69,stand,,,
-656.763 -235.181 8.125,67 84,stand,,,
-656.472 -333.755 104.125,83 85,stand,,,
