173
-2026.32 -600.616 -9.10811,1 13,stand,,,
-1840.67 -728.105 -6.66582,0 2,stand,,,
-1461.04 -743.573 -4.82172,1 3 78,stand,,,
-1436.07 -483.177 -1.52717,2 4,stand,,,
-1416.7 -295.741 6.15911,3 5 66,stand,,,
-1502.69 -84.3858 1.72691,4 6 155,stand,,,
-1600.06 111.764 0.125002,5 7 39,stand,,,
-1812.03 97.021 23.7245,6 8 24,stand,,,
-1818.43 -71.8446 23.9707,7 9 24,stand,,,
-1998.38 -147.942 22.6708,8 10,stand,,,
-2072.02 -184.226 20.625,9 11,stand,,,
-2293.45 -212.97 -41.7375,10 12 14,stand,,,
-2356.79 -402.836 -31.9477,11 13,stand,,,
-2235.02 -516.454 -13.854,0 12,stand,,,
-2247.36 32.8005 -23.0498,11 15,stand,,,
-2231.87 329.913 -48.0427,14 16,stand,,,
-2193.36 465.685 -68.3319,15 17,stand,,,
-2197.76 596.053 -99.5487,16 18 169 171,stand,,,
-2152.38 617.331 -74.641,17 19,stand,,,
-2082.63 626.572 -37.0699,18 20,stand,,,
-1968.53 652.086 -7.53048,19 21,stand,,,
-1912.2 621.118 -1.82026,20 22 25 37,stand,,,
-1920.99 488.385 23.2253,21 23,stand,,,
-1923.6 317.719 25.182,22 167,stand,,,
-1915.37 88.2068 24.3389,7 8 167,stand,,,
-1914.13 848.6 -2.37081,21 26,stand,,,
-1903.8 1141.1 -2.25296,25 27,stand,,,
-1898.21 1373.12 2.125,26 28,stand,,,
-1695.7 1446.37 2.125,27 29,stand,,,
-1596.89 1588.61 2.125,28 30,stand,,,
-1439.8 1627.1 -0.552495,29 31,stand,,,
-1421.49 1415 -2.87977,30 32 33,stand,,,
-1248.51 1407.26 0.314717,31 45,stand,,,
-1494.32 1249.2 2.11077,31 34,stand,,,
-1572.34 1049.2 1.09495,33 35,stand,,,
-1605.25 829.027 0.125001,34 36,stand,,,
-1603.83 652.233 0.124999,35 37 38,stand,,,
-1780.22 623.005 0.331597,36 21,stand,,,
-1577.38 469.722 -0.623427,36 39 40,stand,,,
-1594.23 283.687 0.125,38 6,stand,,,
-1403.8 577.38 7.82506,38 41 59 154,stand,,,
-1392.61 827.775 10.8592,40 42,stand,,,
-1318.08 1099.28 12.8137,41 43,stand,,,
-1002.96 1135.24 12.779,42 44,stand,,,
-873.858 1149.53 13.0767,43 45 46,stand,,,
-915.481 1367.31 0.125,44 32,stand,,,
