179
-2534.31 5760.62 2776.13,1 48 44 29,stand,,,
-2528.12 6277.86 2776.13,0 2 7 62,stand,,,
-2227.85 6396.67 2776.13,1 7 79 80,stand,,,
-638.181 7278 2776.13,4 90 109 175,stand,,,
-179.154 7090.47 2776.13,3 5 28 109 138,stand,,,
-224.119 6646.05 2776.13,4 6 20 27 138,stand,,,
-609.589 6474.28 2776.13,5 88 85,stand,,,
-2527.87 6706.29 2776.13,2 1 79 149 151,stand,,,
-1767.2 6403.99 2776.13,9 79 86 108,stand,,,
-1706.24 6089.88 2776.13,8 10 33 108,stand,,,
-1652.53 5694.9 2783,9 11 31,stand,,,
-1652.71 5593.73 2850.13,10 102,stand,,,
-1556.7 5578.52 2850.84,13 101,stand,,,
-1551.28 5795.53 2976.13,12 14 78,stand,,,
-1562.8 6228.59 2976.13,13 15,stand,,,
-1302.18 6167.82 2976.13,14 103,stand,,,
-1171.58 5995.13 2976.13,17 77 104,stand,,,
-1188.03 6200.56 2848.8,16 76,stand,,,
-926.189 6168.6 2776.13,85 19 91,stand,,,
-459.219 6081.79 2776.13,20 54 18 91 106,stand,,,
-249.439 6271.92 2776.13,19 5 54,stand,,,
1254.92 7468.07 2824.13,22 71,stand,,,
977.906 7478.99 2824.13,21 23,stand,,,
569.427 7485.6 2824.13,22 24 156,stand,,,
322.086 7266.02 2824.13,23 25 156 161 177,stand,,,
335.661 6944.98 2826.13,24 26 65 161,stand,,,
196.117 6684.81 2824.13,25 59 65 95,stand,,,
-124.476 6637.53 2776.13,5 94,stand,,,
75.2322 7130.19 2776.13,4 96 155,stand,,,
-2448.12 5516.01 2776.13,44 30 48 82 0,stand,,,
-2124.53 5455.32 2776.13,32 29,stand,,,
-1708.28 5761.88 2776.13,10 32 33,stand,,,
-1780.98 5563.7 2776.13,30 31 58,stand,,,
-1602.92 6067.19 2776.13,31 9 108,stand,,,
-2910.25 5635.62 2824.13,35 99 100,stand,,,
-2916.88 5820.54 2824.13,34 36,stand,,,
-2910.31 5933.08 2824.13,35 37,stand,,,
-2896.95 6091.51 2824.13,36 83,stand,,,
-2894.36 6693.64 2824.13,39 42,stand,,,
-2894.47 6906.99 2824.13,38 97,stand,,,
-2771.24 7055.54 2776.13,98 151,stand,,,
-2752.96 6366.91 2824.13,42 92,stand,,,
-2873.92 6361.85 2824.13,41 38 83,stand,,,
-1103.4 6791.64 2775.39,87 114,stand,,,
-2265.78 5831.6 2776.13,29 45 0,stand,,,
-2204 5969.36 2776.13,44 46 82,stand,,,
-2243.54 6109.29 2776.13,45 47,stand,,,
-2345.44 6113.16 2776.13,46,crouch,3.20251 55.7886 0,,
-2693.65 5603.25 2776.13,29 49 0,stand,,,
-2787.48 5609.65 2792.13,48 99,stand,,,
185.195 6004 2824.13,59 51,stand,,,
244.389 5894.89 2824.13,52 50 63,stand,,,
256.895 5777.08 2824.13,51 63 93 157,stand,,,
39.4384 5694.42 2776.13,54 60 72 93,stand,,,
-119.302 5821.54 2776.13,53 19 20 72,stand,,,
-408.225 5456.23 2776.13,56 60 61,stand,,,
-739.467 5460.84 2776.13,55 57 74 106,stand,,,
-1055.81 5373.53 2776.13,56 74 172,stand,,,
-1631.33 5347.51 2776.13,32 171,stand,,,
142.189 6492.33 2824.13,26 50 95,stand,,,
-168.262 5470.38 2776.13,53 55,stand,,,
-417.952 5554.88 2776.13,55 106 110,stand,,,
-2586.79 6371.37 2776.13,1 92,stand,,,
376.819 6029.98 2824.13,51 64 52,stand,,,
404.02 6249.59 2824.13,65 63,stand,,,
400.031 6618.28 2824.13,25 66 26 64,stand,,,
644.711 6660.25 2824.13,67 65,stand,,,
956.629 6673.28 2824.13,68 66,stand,,,
1141.92 6680.08 2824.13,69 67,stand,,,
1164.5 6788.78 2824.13,70 68,stand,,,
1171.17 7067.05 2824.13,71 69,stand,,,
1245.66 7329.5 2824.13,21 70,stand,,,
-154.264 5578.43 2776.13,53 73 54,stand,,,
-210.567 5569.82 2912.13,72 162,stand,,,
-949.786 5557.4 2776.13,56 75 57,stand,,,
-1064.33 5787.05 2776.13,74 91 105,stand,,,
-1085.74 6205.48 2847.63,17 105,stand,,,
-1170.38 5740.89 2976.13,16 78 104,stand,,,
-1356.34 5667.24 2976.13,77 13,stand,,,
-1968.56 6396.52 2776.13,8 80 2 7,stand,,,
-1989.97 6194.44 2776.13,79 81 2,stand,,,
-1981.55 5971.53 2776.13,80 82,stand,,,
-2102.63 5830.06 2776.13,81 45 29,stand,,,
-2881.28 6149.21 2824.13,37 42 84,stand,,,
-2701.96 6099.2 2824.13,83,crouch,1.24695 160.241 0,,
-938.673 6346.96 2776.13,18 87 88 6 164,stand,,,
-1685.8 6457.8 2776.13,8 164,stand,,,
-1207.74 6612.2 2776.13,43 85 88 153 163 164,stand,,,
-815.561 6503.38 2776.13,87 6 85,stand,,,
-1975.51 7290.51 2776.13,152 173,stand,,,
-875.655 7222.19 2776.13,3 175 176,stand,,,
-927.936 6045.64 2776.13,18 75 19,stand,,,
-2661.09 6367.28 2824.13,62 41,climb,39.4507 0.302124 0,,
162.632 5693.57 2824.13,53 52,climb,44.9164 179.918 0,,
-28.8568 6637.12 2824.13,27 178,climb,45.8502 178.363 0,,
137.628 6598.92 2824.13,26 59 178,stand,,,
160.914 7142.7 2824.13,28 177,climb,50.2283 -179.352 0,,
-2901.39 7038.42 2824.13,39 98 159,stand,,,
-2857.38 7035.14 2824.13,40 97,climb,42.785 11.2939 0,,
-2848.96 5600.76 2824.13,49 34,climb,52.7551 8.62427 0,,
-2921.13 5383.79 2824.13,34 158,stand,,,
-1571.45 5559.35 2847.63,12 102,stand,,,
-1636.95 5562.02 2847.63,101 11,stand,,,
-1277.44 6046.99 2976.13,15 104,stand,,,
-1201.99 5892.13 2976.13,103 16 77,stand,,,
-1091.67 6055.37 2776.13,76 75,stand,,,
-585.03 5801.27 2776.13,61 19 56,stand,,,
-1590.53 6329.89 2776.13,108 164,stand,,,
-1710.46 6277.55 2776.13,107 8 33 9,stand,,,
-341.892 7234.32 2776.13,3 4,stand,,,
-280.143 5586.24 2776.13,61 111,stand,,,
-296.707 5674.01 2776.13,110,crouch,11.4532 95.4218 0,,
-1190.18 7131.83 2776.3,113 154 175,stand,,,
-1093.51 6982.46 2785.4,112 114,stand,,,
-1094.82 6875.99 2778.15,113 43,stand,,,
-1470.69 5203.62 2776.13,117,crouch,6.06995 49.6307 0,,
-1255.13 5195.56 2776.13,117,stand,,,
-1364.98 5338.84 2776.13,115 116 118 171 172,stand,,,
-1398.8 5533.19 2776.13,117 119,stand,,,
-1391.25 5697.71 2776.13,118 120,stand,,,
-1386.01 5856.55 2697.64,119 121,stand,,,
-1384.43 6046.69 2648.13,120 122,stand,,,
-1372.2 6405.81 2648.13,121 123,stand,,,
-1332.59 6543.51 2648.13,122 124 139,stand,,,
-1250.3 6576.91 2648.13,123 125,stand,,,
-1116.86 6563.14 2648.13,124 126,stand,,,
-927.4 6556.86 2648.13,125 127 131,stand,,,
-776.217 6653.88 2648.13,126 128,stand,,,
-646.4 6700.71 2648.13,127 129,stand,,,
-527.549 6759.02 2648.13,128 130,stand,,,
-517.613 6895.04 2648.13,129 135,stand,,,
-895.155 6750.29 2648.13,126 132,stand,,,
-899.754 6944.72 2648.13,131 133,stand,,,
-871.481 7024.64 2648.13,132 134 147,stand,,,
-622.994 7039.7 2648.13,133 135,stand,,,
-454.183 7042.5 2648.13,134 130 136,stand,,,
-421.658 6988.78 2650.15,135 137,stand,,,
-428.045 6853.1 2722.13,136 138,stand,,,
-291.611 6861.66 2776.13,137 4 5,stand,,,
-1430 6575.79 2648.13,123 140,stand,,,
-1617.21 6646.28 2648.13,139 141 167,stand,,,
-1885.68 6671.95 2648.13,140 142 166,stand,,,
-2177.94 6687.6 2648.13,141 143 148,stand,,,
-2181.4 6881.77 2648.13,142 144,stand,,,
-2190.43 7073.3 2648.13,143 145,stand,,,
-2022.56 7096.49 2648.13,144 170,stand,,,
-1174.39 7075.77 2648.13,147 169,stand,,,
-995.199 7059.19 2648.13,146 133,stand,,,
-2268.63 6740.3 2648.13,142 150,stand,,,
-2378.54 6896.65 2776.13,150 7 151,stand,,,
-2260.13 6898.87 2722.13,148 149,stand,,,
-2487.25 7076.49 2776.13,152 149 40 7,stand,,,
-2254.63 7261.45 2776.13,89 151,stand,,,
-1238.98 6787.84 2774.15,87 154,stand,,,
-1276.79 6925.33 2774.2,153 112,stand,,,
97.4912 6911.49 2792.13,28,crouch,3.95508 148.337 0,,
210.727 7585.8 2824.13,24 23,crouch,,,
188.287 5348.76 2824.13,52,crouch,7.36633 82.8094 0,,
-2892.73 5215.13 2824.13,100,crouch,2.45544 91.1536 0,,
-2940.53 7138.17 2824.13,97,crouch,1.09314 -12.0355 0,,
732.889 7199.73 2824.13,161,crouch,0.543823 -179.099 0,,
433.828 7198.28 2824.13,160 24 25,stand,,,
-310.268 5640.55 2912.13,73,crouch,-0.406494 128.961 0,,
-1365.17 6545.27 2776.13,87 164 165,stand,,,
-1346.26 6376.23 2776.13,163 107 86 85 87,stand,,,
-1508.6 6540.49 2776.11,163 166,stand,,,
-1707.51 6539.71 2648.13,165 167 141,stand,,,
-1721.65 6623.99 2648.13,166 140,stand,,,
-1604.66 7074.87 2656.13,169 170,stand,,,
-1507.67 7077.49 2648.13,146 168,stand,,,
-1708.79 7090.61 2648.13,168 145,stand,,,
-1500.44 5338.68 2776.13,58 117,stand,,,
-1216.47 5340.09 2776.13,117 57,stand,,,
-1682.41 7250.67 2776.13,89 174,stand,,,
-1420.84 7204.75 2776.13,173 175,stand,,,
-1197.78 7228.69 2776.13,90 3 174 112,stand,,,
-764.288 7167.19 2776.13,90,crouch,1.77429 161.702 0,,
237.195 7139.51 2824.13,96 24,stand,,,
32.4314 6635.61 2824.13,94 95,stand,,,
