51
-422.173 -770.169 -139.399,1,stand,,,
8.85866 -441.154 -46.9161,0 2,stand,,,
372.777 -289.796 -15.8666,1 3,stand,,,
421.276 -24.201 0.497902,2 4,stand,,,
762.205 -136.883 7.3099,3 5 38,stand,,,
1028.7 4.45957 -18.4956,4 6,stand,,,
1252.37 146.099 -17.8072,5 39 49,stand,,,
1325.68 630.866 24.2197,8 49,stand,,,
1476.43 838.956 40.3616,7 9 10,stand,,,
1644.96 959.808 58.5954,8 10 11,stand,,,
1453.48 1004.49 46.2817,8 9 11,stand,,,
1616.08 1161.22 33.9138,10 12 37 9,stand,,,
1418.88 1354.72 76.7151,11 13 47,stand,,,
1521.25 1595.26 36.1855,12 14,stand,,,
1514.8 1722.34 61.2904,13 15,stand,,,
1667.97 1635.96 4.1439,14 16 31,stand,,,
1990.57 1578.18 -7.90741,15 17,stand,,,
2307.58 1691.31 12.7722,16 18 32,stand,,,
2164.63 1761.02 41.2933,17 19,stand,,,
2223.99 1963.45 32.5059,18 20 40,stand,,,
2445.23 2169.24 0.124999,19 21 40,stand,,,
2601.98 2353.26 0.41379,20 22 23 28,stand,,,
2836.64 2530.34 22.4166,21 23 24 50,stand,,,
3054.95 2449.86 -13.9965,22 24 21,stand,,,
2965.33 2550.46 10.9044,23 22 25,stand,,,
3321.93 2542.76 -29.3306,24 26,stand,,,
3742.87 2469.99 -23.9108,25 27,stand,,,
3987.22 2624.4 0.996759,26 45 46,stand,,,
2323.62 2357.48 31.357,21 29,stand,,,
2174.52 2476.92 -11.7949,28 30 50,stand,,,
1806.59 2279.24 0.124999,29 31,stand,,,
1791.77 1969.43 6.19863,30 15,stand,,,
2435.81 1351.76 14.4871,17 33,stand,,,
2526.82 1176.12 35.4765,32 34,stand,,,
2303.98 950.151 26.0701,33 35,stand,,,
2295.02 786.288 28.4311,34 36,stand,,,
2028.21 840.608 19.1897,35 37,stand,,,
1873.61 1028.51 47.2605,36 11,stand,,,
949.02 -367.054 0.297938,4 39,stand,,,
1149.57 -207.578 12.7899,38 6,stand,,,
2420.94 1930.37 39.2611,20 19 41,stand,,,
2871.35 2834.8 117.841,40 42,stand,,,
3444.22 2846.02 128.031,41 43,stand,,,
3765.94 2868.03 128.125,42 44,stand,,,
3969.2 2859.38 124.347,43 45,stand,,,
3970.92 2709.89 37.4564,44 27,stand,,,
4154.58 2538.35 -15.8017,27,stand,,,
1188.44 1286.06 97.5803,12 48,stand,,,
1057.73 1026.22 139.093,47,stand,,,
1387.92 353.051 13.1565,6 7,stand,,,
2586.3 2569.35 9.19474,22 29,stand,,,
