190
-602.471 -859.654 18.7362,1 52 71,stand,,,
-566.195 -606.564 6.98543,0 2 114,stand,,,
-500.267 -377.034 8.10675,1 3 52 21,stand,,,
-464.257 -130.058 -1.19667,2 4 22 60 21,stand,,,
-234.427 -59.8876 -5.8852,3 109,stand,,,
69.4523 77.046 -5.875,6 18 109,stand,,,
404.761 94.8802 -5.875,5 7 68,stand,,,
476.456 80.6087 -5.21634,6 8,stand,,,
453.261 -188.475 -5.8888,7 9,stand,,,
587.768 -213.689 8.125,8 10 108,stand,,,
584.168 -75.6454 60.0876,9 11,stand,,,
583.371 145.97 157.748,10 110,stand,,,
745.229 325.53 160.537,110 152,stand,,,
874.444 552.106 168.125,152 169,stand,,,
815.437 -662.606 199.424,15 97 98,stand,,,
677.945 -652.925 312.125,14 16,stand,,,
309.707 -623.213 312.125,15 17,stand,,,
130.711 -496.367 303.675,16 105,stand,,,
341.296 -306.559 4.36212,19 5 108 109,stand,,,
4.09987 -296.489 3.66045,18 20,stand,,,
-313.2 -301.952 4.79607,19 21,stand,,,
-415.499 -262.139 6.13893,20 2 3,stand,,,
-707.229 -96.3276 -3.29665,23 3 46 60,stand,,,
-993.571 -27.333 0.707753,22 24 28 46 35,stand,,,
-991.882 246.729 8.125,23 25 29 35 26,stand,,,
-1271.98 283.417 5.82475,24 26 29 59,stand,,,
-1184.09 69.56 3.12968,25 27 24,stand,,,
-1258.78 -39.9528 0.795356,26 28,stand,,,
-1114.81 -240.715 3.82661,27 23 187,stand,,,
-1080.79 441.204 2.82852,25 30 34 24 59,stand,,,
-920.33 880.4 5.24483,29 31 32,stand,,,
-940.882 1311.84 79.1924,30 158,stand,,,
-1203.3 746.672 8.09229,30 33 34 53 58,stand,,,
-1547.3 788.385 8.1103,32 115,stand,,,
-1070.26 631.579 3.16173,32 29,stand,,,
-927.85 174.242 8.125,24 36 23,stand,,,
-828.002 174.312 8.125,35 37,stand,,,
-839.734 269.125 83.515,36 38,stand,,,
-835.745 394.076 144.125,37 168,stand,,,
-592.387 353.623 144.125,40 168,stand,,,
-584.155 400.875 144.125,39 41,stand,,,
-584.301 400.875 270.231,40 42,stand,,,
-581.512 400.875 306.066,41 43,stand,,,
-590.904 511.512 334.033,42 44,stand,,,
-416.126 467.525 336.125,43 45,stand,,,
-412.956 700.382 336.297,44,stand,,,
-921.018 -111.035 4.34189,23 47 22,stand,,,
-996.911 -312.321 16.125,46 48,stand,,,
-1001.57 -432.16 48.125,47 49,stand,,,
-877.203 -440.538 151.774,48 50,stand,,,
-720.116 -478.945 152.125,49 51,stand,,,
-677.053 -293.831 152.125,50 112 113,stand,,,
-428.526 -636.551 7.5152,0 2,stand,,,
-1297.07 846.716 8.125,32 54,stand,,,
-1441.86 859.108 136.246,55 53,stand,,,
-1510.33 869.791 144.125,54 56,stand,,,
-1504.99 925.896 184.125,55 57,stand,,,
-1380.85 1078 184.125,56 165,stand,,,
-1327.39 477.42 8.125,32 59,stand,,,
-1249.81 390.929 1.00458,58 25 29,stand,,,
-380.612 25.4295 -6.46662,3 61 22,stand,,,
-347.101 306.618 -0.340007,60 119 186,stand,,,
-221.39 447.69 8.67288,63 186,stand,,,
-221.223 544.04 104.799,62 64,stand,,,
-212.416 673.289 176.125,63 118,stand,,,
168.127 575.228 176.125,66 118,stand,,,
125.684 371.813 176.125,65 67 184,stand,,,
14.7299 335.616 176.125,66 107,stand,,,
343.231 166.878 -5.8946,6 69,stand,,,
328.2 457.437 -5.68742,68 70,stand,,,
337.513 709.794 80.0185,69 141,stand,,,
-399.364 -988.086 8.125,0 72,stand,,,
-230.598 -1075.93 8.08565,71 73,stand,,,
-41.0535 -1101.67 4.50125,72 74,stand,,,
105.535 -1017.06 6.125,73 75,stand,,,
193.634 -884.643 7.89767,74 76 142,stand,,,
166.442 -708.839 12.1373,75 77,stand,,,
163.556 -598.8 16.5927,76 78,stand,,,
111.334 -590.924 32.125,77 79,stand,,,
-28.2329 -658.395 32.125,78 80,stand,,,
-102.862 -835.898 32.125,79 81,stand,,,
-266.22 -835.132 168.125,80 82 183,stand,,,
-312.754 -777.271 168.125,81 83 92,stand,,,
-294.992 -626.054 168.125,82 84,stand,,,
-242.337 -438.432 168.125,83 85,stand,,,
115.581 -437.672 168.125,84 86,stand,,,
378.926 -436.767 168.125,85 87,stand,,,
543.596 -493.854 168.125,86 88,stand,,,
530.329 -593.664 168.125,87 89 93,stand,,,
353.336 -614.213 168.125,88 90,stand,,,
170.424 -613.892 168.125,89 91,stand,,,
-61.6175 -634.467 168.125,90 92,stand,,,
-188.548 -683.328 168.125,91 82,stand,,,
545.712 -724.522 152.125,88 94 143,stand,,,
553.048 -897.331 142.324,93 143 144,stand,,,
671.342 -1058.71 143.362,96 144,stand,,,
786.479 -1029.35 188.327,95 97 145,stand,,,
881.695 -834.857 196.125,96 14 106,stand,,,
1032.13 -645.914 186.125,14 153,stand,,,
1149.44 53.2473 186.125,100 153,stand,,,
1145.39 170.435 186.125,99 101 181,stand,,,
1065.53 215.226 196.197,100 102,stand,,,
1014.21 254.804 198.125,101 103,stand,,,
984.879 357.096 198.125,102 104,stand,,,
891.79 349.328 168.125,103 152,stand,,,
-333.303 -618.81 312.125,17 149,stand,,,
1097.59 -733.953 186.125,97 153,stand,,,
-208.554 334.694 172.452,67,stand,,,
501.69 -284.464 7.78434,18 9,stand,,,
-74.4897 -43.7542 -5.87653,4 18 5,stand,,,
646.832 208.867 160.125,11 12 157,stand,,,
-955.104 -229.05 152.125,112,crouch,-3.07068 76.1572 0,,
-847.743 -282.453 152.125,111 51,stand,,,
-584.768 -309.077 152.125,114 51,stand,,,
-631.365 -513.109 8.34135,113 1,stand,,,
-1931.86 791.9 8.125,33,crouch,1.09314 -0.950317 0,,
-1245.74 934.992 184.125,165,crouch,3.47717 -80.7825 0,,
-577.534 164.509 145.225,,crouch,,,
-41.5592 604.769 176.125,65 64,stand,,,
-332.459 531.998 44.4772,61 120,stand,,,
-309.931 745.397 124.421,121 140 119,stand,,,
-238.671 901.865 152.125,120 122 140,stand,,,
-244.434 965.6 152.125,121 123,stand,,,
-385.288 1014.3 152.125,122 124,stand,,,
-491.19 1096.43 152.125,123 125,stand,,,
-507.8 1164.4 152.125,124 126 136,stand,,,
-648.929 1221.73 152.125,125 127,stand,,,
-673.658 1315.8 216.125,126 128,stand,,,
-642.037 1354.94 216.125,127 129,stand,,,
-536.7 1348.66 288.125,128 130,stand,,,
-480.767 1225.76 288.125,129 131,stand,,,
-487.242 1055.78 288.125,130 132 135,stand,,,
-494.669 957.293 288.125,131 134,stand,,,
-572.589 1084.43 288.125,134,crouch,2.2522 -84.743 0,,
-565.697 948.175 288.125,132 133,stand,,,
-366.566 1054.22 288.125,131 185,stand,,,
-385.997 1219.23 152.125,125 137,stand,,,
-133.44 1250.13 147.473,136 138,stand,,,
-111.989 972.485 142.67,139 137 140 189,stand,,,
25.2804 778.937 144.223,138 140 141 189,stand,,,
-156.451 835.16 141.709,138 120 139 121,stand,,,
170 763.712 93.5156,70 139,stand,,,
320.979 -748.622 7.57211,75 143,stand,,,
500.409 -752.427 144.125,142 94 93,stand,,,
570.104 -1016.24 142.125,94 95,stand,,,
1002.1 -1094.57 192.125,96 146,stand,,,
1112.81 -1098.96 192.125,145 147,stand,,,
1251.47 -1036.61 186.125,146 148,stand,,,
1239.92 -939.857 187.777,147,crouch,2.65869 101.876 0,,
-328.828 -847.75 304.125,105 150,stand,,,
-235.816 -839.231 308.125,149 151,stand,,,
-129.684 -709.565 308.125,150,crouch,3.95508 89.6704 0,,
845.073 355.566 168.125,104 13 12,stand,,,
1126.62 -224.238 186.125,154 106 98 99,stand,,,
894.183 -175.045 187.325,155 153 157,stand,,,
702.156 -160.374 160.125,154 156,stand,,,
661.538 -249.066 161.182,155,crouch,1.08765 73.6414 0,,
737.69 15.9891 161.349,154 110,stand,,,
-1025.11 1587.53 151.283,31 159,stand,,,
-1164.1 1567.87 158.855,158 160,stand,,,
-1356.09 1454.65 161.231,159 161,stand,,,
-1367.1 1389.5 184.125,160 162,stand,,,
-1311.07 1296.61 184.125,161 163,stand,,,
-1128.63 1184.72 184.125,162 164,stand,,,
-1179.14 1087.13 184.125,163 165,stand,,,
-1260.86 1072.07 185.125,164 57 116,stand,,,
-750.615 163.011 149.625,167 168,stand,,,
-858.326 161.262 151.125,166,crouch,7.91016 176.721 0,,
-754.305 358.272 144.125,38 166 39,stand,,,
1042.96 739.601 191.455,13 182,stand,,,
1261.66 856.077 191.924,171 182,stand,,,
1247.32 1085.66 189.703,170 172,stand,,,
1142.1 1293.51 186.683,171 173,stand,,,
1045.49 1453.02 183.79,172 174,stand,,,
921.045 1555.64 172.221,173 175,stand,,,
798.463 1510.89 168.125,174 176,stand,,,
697.794 1430.4 168.125,175 177,stand,,,
667.016 1340.54 176.125,176 178,stand,,,
665.948 1093.88 344.125,177 180,stand,,,
824.091 893.002 344.125,180,crouch,-0.752563 -103.689 0,,
836.289 1087.02 344.125,178 179,stand,,,
1210.68 288.726 186.125,100 182,stand,,,
1234.84 716.982 196.125,181 170 169,stand,,,
-341.43 -847.606 168.125,81,crouch,6.41052 14.1152 0,,
72.0664 240.845 176.125,66,crouch,5.79529 -96.1381 0,,
-275.058 1058.49 288.125,135,crouch,2.59277 -87.7056 0,,
-249.371 295.675 8.125,61 62,stand,,,
-1236.28 -528.307 7.19566,28,prone,,,
337.822 905.045 144.825,189,crouch,5.11414 -179.436 0,,
21.6136 906.476 144.607,139 188 138,stand,,,
